LF,HF,LF/HF Ratio,Class
207.0002681,83.01021123,2.504573455,
162.9938976,33.00769423,4.928690065,
271.9982162,124.9964365,2.161577667,
185.0126478,68.98950471,2.67692141,
453.9929849,126.9951834,3.57960632,
547.9969873,382.99543,1.437888212,
807.0138596,566.9975416,1.418667641,
312.9723118,162.9842532,1.915664999,
194.0083929,120.0070633,1.629826374,
574.0116911,121.0139975,4.734171946,
196.0007831,158.9913989,1.231358411,
436.9978693,213.9747565,2.021248017,
1312.987161,500.9826616,2.628437976,
114.9916225,37.99160724,3.018940915,
254.0045812,174.9971244,1.434335351,
271.9946532,129.9968919,2.093436826,
295.8043089,133.1021475,2.223430616,
821.298437,1775.884848,0.456731741,
251.1377273,174.2072768,1.427794,
79.99062106,57.99667497,1.382069518,
244.99142,199.9842275,1.192659482,
442.9926481,167.995059,2.63144973,
57.99499667,30.99732059,1.870998425,
154.6922579,45.51318274,3.390165333,
307.9917773,114.9923754,2.682481671,
560.9972029,360.9890461,1.544658268,
213.4202708,382.2974479,0.561555755,
405.9140961,222.897771,1.823283385,
421.7108597,104.5034995,4.036304211,
80.00452231,49.98957456,1.601329149,
94.98985639,56.00832938,1.673170734,
427.9172924,233.4928732,1.825035112,
128.9960507,59.01044062,2.200556723,
62.01498679,92.00545037,0.688649857,
154.0171279,114.710922,1.32838403,
68.01887841,20.01236641,3.39370179,
233.995086,96.01596217,2.445278863,
779.9952991,559.9829188,1.375020164,
206.9988429,82.99475105,2.501723895,
163.0054114,33.01881947,4.954681084,
272.0178311,125.0045722,2.179864469,
184.9867943,68.99624197,2.691808804,
454.017143,127.0064161,3.572399993,
547.9976803,382.9983557,1.443157399,
806.9955165,566.9874703,1.424881784,
313.0025602,162.9954189,1.931917828,
193.9869354,120.0135095,1.632325333,
573.9936951,120.9914848,4.72767719,
195.9962484,158.9956075,1.232281343,
436.9927247,213.9980562,2.037252661,
1312.999032,500.9903553,2.618422351,
115.0020261,37.99476661,3.031824561,
254.0173614,175.0063614,1.448709131,
271.9999292,130.0251404,2.073320413,
295.7977706,133.0940426,2.211496972,
821.28975,1775.889248,0.479040269,
251.1431175,174.2219996,1.449191982,
79.98958051,58.00914226,1.377619016,
244.99559,200.0007656,1.224813158,
443.0010037,167.9981633,2.615731105,
58.01509124,30.99912909,1.870716715,
154.7092381,45.49698651,3.399255222,
307.9930469,114.9867443,2.670333191,
560.9968855,360.9992163,1.558404527,
213.3825831,382.3096549,0.549356275,
405.9072823,222.9062285,1.822121968,
421.6944065,104.5231818,4.01710153,
80.00244179,49.99853053,1.597344843,
95.00245295,56.00602007,1.700135664,
427.90898,233.5058199,1.83479417,
129.0152357,59.00929047,2.185618363,
62.01170081,91.99825198,0.673584273,
153.9979467,114.7022559,1.343451758,
67.98134686,19.99743068,3.391759986,
233.9863809,95.98445042,2.433252439,
780.0001343,559.9921496,1.388049132,
207.0081652,82.99326468,2.505672225,
162.9818661,32.99430736,4.937750264,
271.983487,124.9934628,2.182974495,
185.0006665,68.99651987,2.68391982,
453.996721,127.0006964,3.58793581,
548.0080999,382.9809563,1.424741558,
807.0065424,566.9995345,1.428173769,
313.0073239,163.016146,1.919912752,
194.0015569,119.9882135,1.614025959,
574.0119301,120.9895166,4.743114615,
196.012169,159.0062615,1.227461749,
437.0006891,213.9941105,2.044850806,
1312.97885,500.9879146,2.608840456,
114.9875768,37.99644964,3.021885317,
253.9937028,174.9947204,1.451483362,
271.9943534,130.008619,2.083386856,
295.7890081,133.0833127,2.232863088,
821.2979993,1775.896011,0.465869091,
251.1220617,174.2195127,1.448177137,
79.99666647,58.00092691,1.365316212,
245.0082704,200.0099117,1.216979635,
443.0162302,168.0066418,2.6330194,
58.01260305,31.01491154,1.869206974,
154.7137621,45.49322032,3.409008012,
307.997638,114.9988212,2.679018094,
561.0058287,361.009775,1.547383904,
213.419525,382.2894679,0.564196903,
405.9010603,222.8897481,1.827172382,
421.7067807,104.4791397,4.038253127,
80.0070492,49.99617544,1.597875047,
94.99909086,56.00055635,1.704716318,
427.8976538,233.5127698,1.826136983,
129.0032404,59.00901939,2.178852171,
62.00836727,91.99846765,0.654943292,
153.9961654,114.7054313,1.322967613,
68.01345007,19.99020131,3.405284148,
234.0031383,95.99749689,2.440180624,
779.9971434,559.9906539,1.376024336,
207.0032412,83.0134713,2.508532885,
162.9904482,33.00832168,4.941660193,
271.9903054,125.0156934,2.19024125,
184.9931621,69.00870675,2.679018185,
454.0082634,127.0176115,3.584365922,
548.0014258,382.9875093,1.428586281,
806.998802,566.9978767,1.424443556,
313.0085285,163.0036401,1.910642822,
193.9943717,120.0013839,1.604664673,
573.9923227,120.984902,4.750751669,
196.0057153,158.9919743,1.225844898,
437.0039071,213.9918825,2.035895538,
1312.993174,501.0013928,2.607122035,
114.9985435,38.00570968,3.018906715,
254.008917,175.0064838,1.471193528,
272.0070362,129.9950148,2.081035765,
295.8073407,133.1018757,2.227941874,
821.2873404,1775.904095,0.477574529,
251.1408495,174.1944626,1.447825897,
80.00489681,58.0026024,1.384935491,
244.9899502,200.0026867,1.218353797,
443.0081107,167.9981365,2.63578406,
57.99879844,31.01130911,1.871723092,
154.6890016,45.47717995,3.416980108,
308.0062324,114.9974596,2.676955932,
561.0224248,361.015399,1.54805053,
213.3931814,382.2867652,0.554258356,
405.9021663,222.9041722,1.831623153,
421.7032244,104.5046615,4.037348064,
80.01475895,49.99539187,1.593670216,
94.99754564,56.00081984,1.694799998,
427.9051291,233.5143091,1.833474647,
128.9966571,59.00456528,2.177180982,
61.9951325,92.01772643,0.687927171,
153.9852155,114.703918,1.343978425,
67.98772262,19.98635324,3.381322412,
234.0023339,96.00520073,2.431672229,
780.0008795,559.9983699,1.386044598,
207.0015555,83.003983,2.494726296,
163.007503,32.99215301,4.937838913,
272.0017763,124.9961926,2.178385565,
185.0114874,68.99006279,2.682559164,
453.970462,126.982229,3.562364402,
548.0121571,383.0122021,1.415317449,
807.0041351,566.9884959,1.436141539,
312.9925085,162.9952141,1.923172989,
194.0003067,120.0096082,1.632743995,
574.004523,121.0013786,4.725381546,
195.992377,159.0041102,1.224988853,
437.0041788,213.9990991,2.033921922,
1312.999813,501.0025499,2.627175498,
114.9950216,37.99705369,3.032862578,
253.9988028,175.0110459,1.457863064,
271.9942797,129.9949714,2.090159379,
295.7974695,133.1085025,2.232569391,
821.3022282,1775.906909,0.453832731,
251.143185,174.2074809,1.432047792,
79.99874081,57.99748303,1.378536259,
244.9971051,200.0031603,1.213744169,
443.008323,168.0056945,2.641496823,
58.00829428,31.00397021,1.87778552,
154.6852897,45.50668417,3.393256306,
308.0068993,114.99571,2.685416784,
561.0017599,361.004797,1.573282048,
213.3995067,382.2834216,0.559099763,
405.9188021,222.9049483,1.816123342,
421.7195097,104.4900547,4.034422688,
80.00228226,50.00074173,1.600259434,
95.00328821,56.00080744,1.700011307,
427.9165487,233.5081827,1.833418516,
129.0065434,58.97890255,2.166886911,
62.0100012,92.00730942,0.661805441,
154.0087248,114.6925807,1.351432449,
68.0029548,19.9829851,3.407038968,
233.9909263,96.00112881,2.446890048,
780.0095719,560.0114502,1.396538844,
206.9819492,82.98779477,2.493256865,
163.0015706,33.01692454,4.962089886,
272.0194273,125.0039268,2.193982124,
185.0077952,68.98894147,2.677384502,
454.0033855,127.0146266,3.551671895,
548.0114067,383.0011282,1.425292014,
807.0016355,566.992243,1.416939047,
312.9856857,163.0152328,1.928718724,
194.0128434,119.9977474,1.604800385,
573.9957554,121.022147,4.727674655,
196.0036584,158.9872029,1.219246441,
436.9922039,214.0092928,2.030702262,
1312.997755,500.9999931,2.629531651,
114.9858936,37.99200239,3.036541285,
254.0010439,174.9904369,1.459301174,
272.0071302,129.9941537,2.085166529,
295.7983952,133.0914496,2.239499235,
821.3034924,1775.913773,0.470069345,
251.1357629,174.2112169,1.443224805,
80.0107321,58.00313598,1.383026913,
244.9771446,199.9987241,1.217366503,
442.9969768,168.0127272,2.645825994,
57.97773278,31.01025142,1.86180783,
154.6936222,45.5062219,3.396767472,
308.0027468,115.0091843,2.684534758,
560.9989167,361.0018564,1.55621614,
213.3957663,382.3049461,0.558738127,
405.8953651,222.8841199,1.833134511,
421.7041053,104.4976997,4.043140032,
79.99026162,49.9966581,1.596897447,
94.98915253,56.00526013,1.689799762,
427.8952342,233.4895452,1.838983198,
129.0016818,59.00630293,2.191918021,
61.97912051,91.99171733,0.65669881,
154.0006668,114.6963682,1.357392876,
68.01465264,20.00973385,3.378440526,
234.0089985,95.99478805,2.434455397,
780.0032566,559.996267,1.40257271,
207.001726,83.0183702,2.479796268,
163.0017455,33.00763233,4.912699733,
272.0166089,125.0069396,2.182905062,
184.9991444,68.9979329,2.658356354,
453.9972332,126.9959534,3.58441449,
548.0113333,382.9931346,1.437667767,
806.9914056,566.9637085,1.419795504,
313.001418,162.9924423,1.925847669,
194.013575,120.0080587,1.6115531,
573.9990221,120.993131,4.748096466,
195.9823671,159.0046119,1.220988882,
437.0170302,213.9776672,2.031199475,
1313.001703,501.0116408,2.607665586,
115.0187104,38.00665247,3.03651634,
254.0036981,175.0074737,1.464373303,
271.9932383,130.0019549,2.087954677,
295.8070082,133.0942248,2.232477755,
821.3052278,1775.895962,0.455562154,
251.1551974,174.217858,1.432159025,
79.98767336,58.0043762,1.385316446,
245.0016275,199.9937952,1.214631508,
442.9987278,168.0029284,2.649866551,
57.99291075,30.98565107,1.880075045,
154.6912082,45.49965906,3.401698112,
307.9911322,115.0001478,2.695156707,
560.9977535,361.0032858,1.533077056,
213.3987574,382.3114076,0.573595331,
405.8909756,222.8932676,1.825357867,
421.7001284,104.5156922,4.030706851,
79.99540207,50.00435555,1.610192914,
94.99222052,56.01266058,1.703233784,
427.9049254,233.498378,1.837970427,
129.0058398,58.99231574,2.174377248,
62.01136307,91.99592336,0.690342528,
153.9991489,114.695955,1.348877872,
67.99736735,20.0095243,3.42368809,
234.0075078,95.98137372,2.438196545,
779.999404,560.0069535,1.387824533,
207.002097,82.98818226,2.494402903,
162.9969274,33.00997097,4.957053598,
272.0249516,124.9864335,2.176059078,
185.0078462,68.99376593,2.66894835,
454.010671,127.0059229,3.57985327,
548.0033935,383.0026312,1.429326106,
806.9997792,566.9905682,1.418964334,
312.9948308,163.0067299,1.926531184,
194.0114752,120.0028639,1.623665586,
574.003718,120.9832342,4.747721896,
195.9889835,159.0047118,1.247417609,
436.9928003,213.9768604,2.033148496,
1313.001375,500.9737992,2.6316328,
114.9993588,38.00574164,3.034995946,
253.9998668,175.0059102,1.426815449,
272.009439,129.9908317,2.103944779,
295.8060393,133.0933187,2.221047804,
821.3030289,1775.902253,0.457125813,
251.1390198,174.2053239,1.445181603,
